,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
472,Echinophora spinosa,Apiaceae,Echinophora,spinosa,Campanulids,perennial,Biotic,dry_indehiscent,5.977096606,NoInfo,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.015919275,0.635825057,-8.459329169,19.97028915,-2.110524052,0.108078139,21.86805872,18.07251958,27.20796667,12.73261163,14.47535504,3.795539136,3.118687878,1.823589728,5.399400182,5.93431472,1.978710268,3.231440833,10.63381633,5,1,1,1
473,Echinops ossicus,Asteraceae,Echinops,ossicus,Campanulids,perennial,Biotic,dry_indehiscent,15.843,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,Echinops ritro,Asteraceae,Echinops,ritro,Campanulids,perennial,Biotic,dry_indehiscent,22.21427143,NoInfo,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
475,Echinospartum horridum,Fabaceae,Echinospartum,horridum,Fabids,perennial,Biotic,dry_dehiscent,7.195,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Echinospartum lusitanicum,Fabaceae,Echinospartum,lusitanicum,Fabids,perennial,Biotic,dry_dehiscent,7.195,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,Echium humile,Boraginaceae,Echium,humile,Lamiids,perennial,Biotic,dry_indehiscent,4.32076,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Echium plantagineum,Boraginaceae,Echium,plantagineum,Lamiids,perennial,Biotic,dry_indehiscent,4.06245,NoInfo,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,-0.008069873,0.302458453,-3.452449876,18.73997676,-0.618417686,0.350141409,21.84646854,15.63348497,35.71746747,1.762486045,33.95498142,6.212983565,5.40486918,3.593791715,8.044054215,8.165042603,1.868210193,8.384215061,15.7730346,6,1,1,1
479,Echium salmanticum,Boraginaceae,Echium,salmanticum,Lamiids,perennial,Biotic,fleshy,5.726407213,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,Edraianthus tenuifolius,Campanulaceae,Edraianthus,tenuifolius,Campanulids,perennial,Biotic,fleshy,0.3896,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,Elymus repens,Poaceae,Elymus,repens,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,2.695713256,PD,3,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0.104072126,-4.065194486,40.54535469,19.53065936,0.84739032,0.700019416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0
482,Epilobium lanceolatum,Onagraceae,Epilobium,lanceolatum,Malvids,perennial,Biotic,dry_dehiscent,0.098336364,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,Epilobium montanum,Onagraceae,Epilobium,montanum,Malvids,perennial,Biotic,dry_dehiscent,0.11334,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,Epilobium nutans,Onagraceae,Epilobium,nutans,Malvids,perennial,Biotic,dry_dehiscent,0.075,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,Epipactis atrorubens,Orchidaceae,Epipactis,atrorubens,Monocots,perennial,Biotic,dry_dehiscent,0.01,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,Epipactis helleborine,Orchidaceae,Epipactis,helleborine,Monocots,perennial,Biotic,dry_dehiscent,0.0076,NoInfo,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,Epipactis leptochila,Orchidaceae,Epipactis,leptochila,Monocots,perennial,Biotic,dry_dehiscent,0.005,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,Eranthis hyemalis,Ranunculaceae,Eranthis,hyemalis,Early EU,perennial,Biotic,dry_dehiscent,4.521,NoInfo,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,Erica arborea,Ericaceae,Erica,arborea,Asterids,woody,Biotic,dry_dehiscent,0.07,PD,7,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.063191321,-1.841552919,14.28800383,14.57124869,0.871141046,0.70498307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0
490,Erica carnea,Ericaceae,Erica,carnea,Asterids,perennial,Biotic,dry_dehiscent,0.135384615,PD,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,Erica maderensis,Ericaceae,Erica,maderensis,Asterids,perennial,Biotic,dry_dehiscent,0.367017578,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,Erica manipuliflora,Ericaceae,Erica,manipuliflora,Asterids,perennial,Biotic,dry_dehiscent,0.367017578,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Erica multiflora,Ericaceae,Erica,multiflora,Asterids,perennial,Biotic,dry_dehiscent,0.059167047,PD,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
494,Erinacea anthyllis,Fabaceae,Erinacea,anthyllis,Fabids,perennial,Biotic,dry_dehiscent,11.799891,NoInfo,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Eriophorum angustifolium,Cyperaceae,Eriophorum,angustifolium,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.4756875,PD,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
496,Eriophorum latifolium,Cyperaceae,Eriophorum,latifolium,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.852317647,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.008500478,0.448798874,-5.245651626,26.3984478,0.678145204,0.6633246,30.53210797,22.26478763,47.04214866,5.754746933,41.28740173,8.26732034,NA,NA,NA,NA,NA,NA,NA,3,1,0,0
497,Erodium botrys,Geraniaceae,Erodium,botrys,Malvids,annual,Biotic,dry_indehiscent,7.349117403,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,Erodium cicutarium,Geraniaceae,Erodium,cicutarium,Malvids,perennial,Biotic,dry_indehiscent,1.780472,PY(PD),4,0,1,1,1,0,0,0,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,Erodium foetidum,Geraniaceae,Erodium,foetidum,Malvids,perennial,Biotic,dry_indehiscent,5.240744463,PY(PD),1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,Erodium laciniatum,Geraniaceae,Erodium,laciniatum,Malvids,perennial,Biotic,dry_indehiscent,1.15265,PY(PD),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,Eruca vesicaria,Brassicaceae,Eruca,vesicaria,Malvids,annual,Biotic,dry_dehiscent,0.981866667,PD,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,Eryngium amethystinum,Apiaceae,Eryngium,amethystinum,Campanulids,perennial,Biotic,dry_indehiscent,2.208006772,M(P)D,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,Eryngium campestre,Apiaceae,Eryngium,campestre,Campanulids,perennial,Biotic,dry_indehiscent,1.735982353,M(P)D,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.034767308,0.968890394,-6.371150667,13.93392875,0.379074193,0.59364979,15.80559962,12.06225788,23.71109878,4.156758726,19.55434005,3.743341732,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
504,Eryngium maritimum,Apiaceae,Eryngium,maritimum,Campanulids,perennial,Biotic,dry_indehiscent,17.88679,M(P)D,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,-0.014079214,0.493776472,-8.239211583,17.53565538,-3.909864555,0.019649379,19.46291709,15.60839368,NA,NA,NA,3.854523414,NA,NA,NA,NA,NA,NA,NA,7,1,1,1
505,Erysimum bicolor,Brassicaceae,Erysimum,bicolor,Malvids,perennial,Biotic,dry_dehiscent,1.2493,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,Erysimum thyrsoideum,Brassicaceae,Erysimum,thyrsoideum,Malvids,perennial,Biotic,dry_dehiscent,1.108151177,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,Euonymus europaeus,Celastraceae,Euonymus,europaeus,Fabids,woody,Biotic,dry_dehiscent,39.91384605,M(P)D,2,0,0,1,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,Euphorbia acanthothamnos,Euphorbiaceae,Euphorbia,acanthothamnos,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,Euphorbia amygdaloides,Euphorbiaceae,Euphorbia,amygdaloides,Fabids,perennial,Biotic,dry_dehiscent,3.771709091,PD,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.025156673,0.875864421,-7.935966058,17.40819293,-0.312357651,0.422539368,19.27026352,15.54612233,27.63695444,7.17943141,20.45752303,3.724141195,2.065163336,2.135959751,7.302820008,7.336798519,1.001867136,3.693168868,14.50188381,13,1,1,1
510,Euphorbia characias,Euphorbiaceae,Euphorbia,characias,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,Euphorbia cyparissias,Euphorbiaceae,Euphorbia,cyparissias,Fabids,perennial,Biotic,dry_dehiscent,1.998833333,PD,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,Euphorbia dendroides,Euphorbiaceae,Euphorbia,dendroides,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,ND,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-0.031960196,1.167101166,-8.763859838,18.25866745,1.890996199,0.868869075,21.50803375,15.00930116,30.55889282,5.958442089,24.60045073,6.498732594,0.721058771,0.597728107,1.31978831,1.204053979,0.407321262,1.044397836,2.391554285,12,1,1,1
513,Euphorbia denticulata,Euphorbiaceae,Euphorbia,denticulata,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,Euphorbia exigua,Euphorbiaceae,Euphorbia,exigua,Fabids,annual,Biotic,dry_dehiscent,0.3445,PD,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Euphorbia flavicoma,Euphorbiaceae,Euphorbia,flavicoma,Fabids,perennial,Biotic,dry_dehiscent,1.18,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Euphorbia herniariifolia,Euphorbiaceae,Euphorbia,herniariifolia,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Euphorbia hirsuta,Euphorbiaceae,Euphorbia,hirsuta,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,Euphorbia kotschyana,Euphorbiaceae,Euphorbia,kotschyana,Fabids,perennial,Biotic,dry_dehiscent,2.6,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,Euphorbia macroclada,Euphorbiaceae,Euphorbia,macroclada,Fabids,perennial,Biotic,dry_dehiscent,5.8,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Euphorbia officinarum,Euphorbiaceae,Euphorbia,officinarum,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,Euphorbia paralias,Euphorbiaceae,Euphorbia,paralias,Fabids,perennial,Biotic,dry_dehiscent,5.2757,PD,3,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.012204703,0.465830554,-5.42505814,19.08405944,-0.980089152,0.272874094,21.47695154,16.69116735,31.77067587,6.397443015,25.37323286,4.785784193,NA,NA,NA,NA,NA,NA,NA,5,1,1,1
522,Euphorbia peplis,Euphorbiaceae,Euphorbia,peplis,Fabids,annual,Biotic,dry_dehiscent,2.4272,PD,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.070769189,3.227580554,-35.77837162,22.80357167,1.021810629,0.735325138,24.40444018,21.20270317,30.28988347,15.31725987,14.9726236,3.201737012,0.095268211,0.028700524,0.153772858,0.029353563,0.062229484,0.06564655,0.18309946,6,1,1,1
523,Euphorbia peplus,Euphorbiaceae,Euphorbia,peplus,Fabids,annual,Biotic,dry_dehiscent,0.55025,PD,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Euphorbia pestalozzae,Euphorbiaceae,Euphorbia,pestalozzae,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,Euphorbia pithyusa,Euphorbiaceae,Euphorbia,pithyusa,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,Euphorbia rigida,Euphorbiaceae,Euphorbia,rigida,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,Euphorbia serrata,Euphorbiaceae,Euphorbia,serrata,Fabids,perennial,Biotic,dry_dehiscent,7.6,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,Euphorbia spinosa,Euphorbiaceae,Euphorbia,spinosa,Fabids,perennial,Biotic,dry_dehiscent,9.617688642,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,Euphorbia terracina,Euphorbiaceae,Euphorbia,terracina,Fabids,perennial,Biotic,dry_dehiscent,3.372,PD,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.019349879,1.076770316,-10.39350304,27.82369669,4.586362292,0.989912927,37.54172553,18.10566785,47.55162447,8.095768908,39.45585556,19.43605768,2.649491771,2.5669105,5.097691786,5.079004633,0.323772228,5.176713097,10.15609105,7,1,1,1
530,Fagus sylvatica,Fagaceae,Fagus,sylvatica,Fabids,woody,Abiotic,dry_indehiscent,195.1266509,PD,5,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0.004320847,-0.231264843,2.351105195,26.76152026,-0.743394195,0.322262373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.63154749,NA,NA,8,0,0,0
531,Ferula communis,Apiaceae,Ferula,communis,Campanulids,perennial,Biotic,dry_indehiscent,18.76628571,NoInfo,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,Ferula elaeochytris,Apiaceae,Ferula,elaeochytris,Campanulids,perennial,Biotic,dry_indehiscent,28.36754319,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,Ferulago armena,Apiaceae,Ferulago,armena,Campanulids,perennial,Biotic,dry_indehiscent,15.39538,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,Ferulago aucheri,Apiaceae,Ferulago,aucheri,Campanulids,perennial,Biotic,dry_indehiscent,19.4,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,Festuca ambigua,Poaceae,Festuca,ambigua,Commelinid-monocots,annual,Abiotic,dry_indehiscent,0.4355,PD,4,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.069456449,-2.319219788,21.8479005,16.69549646,2.487637621,0.923270614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877509959,NA,NA,4,0,0,0
536,Festuca brigantina,Poaceae,Festuca,brigantina,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.059751255,PD,1,1,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,Festuca bromoides,Poaceae,Festuca,bromoides,Commelinid-monocots,annual,Abiotic,dry_indehiscent,1.023657143,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.001454777,-0.015257323,3.034006223,5.243871645,2.994002501,0.952302443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0
538,Festuca burnatii,Poaceae,Festuca,burnatii,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.059751255,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,Festuca circummediterranea,Poaceae,Festuca,circummediterranea,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,1.059751255,PD,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,Festuca drymeja,Poaceae,Festuca,drymeja,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.840571429,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.071905463,-3.2002035,34.75620838,22.25285365,-0.850621689,0.29930246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0
